Date,Rats,LinkNYC,RestaurantInspections,Business,Rent
2016-01,0.08171839002574875,0.0,0.03781000135519719,0.013009892939422688,0.8674617156796314
2016-02,0.19411764705882353,0.0,0.027205882352941177,0.007720588235294118,0.7709558823529412
2016-03,0.39453259744739566,0.0,0.038030355294929284,0.0033632286995515692,0.5640738185581236
2016-04,0.1417615042058387,0.0,0.04267689262741217,0.005937654626422564,0.8096239485403266
2016-05,0.06661379857256146,0.0,0.06938937351308486,0.005154639175257732,0.8588421887390959
2016-06,0.05975609756097561,0.0,0.08333333333333333,0.0032520325203252032,0.8536585365853658
2016-07,0.05858292650745481,0.010291595197255574,0.09143686502177067,0.005145797598627787,0.8345428156748912
2016-08,0.0844675740592474,0.0032025620496397116,0.059247397918334666,0.004403522818254604,0.8486789431545236
2016-09,0.0934470725087243,0.0007754943776657619,0.08375339278790228,0.0077549437766576195,0.81426909654905
2016-10,0.49209797018949886,0.0006741068084787655,0.031008913190023215,0.0022470226949292183,0.47397198711706984
2016-11,0.16744701823558403,0.0,0.04324790537210448,0.002957121734844751,0.7863479546574668
2016-12,0.13548631260249777,0.00227072032294689,0.04162987258735965,0.005676800807367225,0.8149362936798284
2017-01,0.1508400746733043,0.0,0.04965774735532047,0.0074673304293715,0.7920348475420037
2017-02,0.11899549259497745,0.001159047005795235,0.05872504829362524,0.006567933032839665,0.8145524790727624
2017-03,0.16404011461318052,0.00035816618911174784,0.0680515759312321,0.00501432664756447,0.7625358166189111
2017-04,0.12908396005424733,0.0,0.06509678214770066,0.007767229688077919,0.7980520281099741
2017-05,0.10885562040091347,0.0003806140573458513,0.060517635117990354,0.004567368688150215,0.8256787617356001
2017-06,0.27485684539302446,0.00031233732431025507,0.039666840187402394,0.0037480478917230613,0.6814159292035398
2017-07,0.33168974018585246,0.0014223402237815285,0.04067893040015171,0.003698084581831974,0.6225109046083823
2017-08,0.2618296529968454,0.0006309148264984228,0.051735015772870666,0.007570977917981073,0.6782334384858044
2017-09,0.23399226471852172,0.00032230339492909325,0.06961753330468415,0.004189944134078212,0.6918779544477869
2017-10,0.1151778858459176,0.0,0.05451753263373433,0.008062452009214231,0.8222421295111338
2017-11,0.14694342488292622,0.0,0.0531578281230224,0.015187950892292116,0.7847107961017593
2017-12,0.1770573566084788,0.0,0.07160669754185964,0.015675097969362308,0.7356608478802993
